horizontal,vertical,label,movement_type
1.41,0.98,2,R
1.39,0.92,2,R
1.36,0.84,2,R
1.31,0.93,2,R
1.3,0.93,2,R
1.27,0.82,2,R
1.23,0.87,2,R
1.21,0.93,2,R
1.2,0.82,2,R
1.17,0.81,2,R
1.15,0.9,2,R
1.15,0.84,2,R
1.13,0.77,2,R
1.1,0.87,2,R
1.11,0.87,2,R
1.1,0.76,2,R
1.08,0.81,2,R
1.07,0.88,2,R
1.08,0.77,2,R
1.05,0.77,2,R
1.04,0.87,2,R
1.04,0.81,2,R
1.03,0.74,2,R
1.02,0.84,2,R
1.03,0.85,2,R
1.04,0.74,2,R
1.03,0.8,2,R
1.03,0.87,2,R
1.05,0.76,2,R
1.04,0.75,2,R
1.04,0.85,2,R
1.06,0.79,2,R
1.05,0.72,2,R
1.05,0.82,2,R
1.06,0.82,2,R
1.07,0.72,2,R
1.06,0.77,2,R
1.06,0.83,2,R
1.08,0.72,2,R
1.07,0.72,2,R
1.07,0.82,2,R
1.08,0.77,2,R
1.08,0.7,2,R
1.06,0.8,2,R
1.07,0.8,2,R
1.08,0.7,2,R
1.07,0.76,2,R
1.08,0.82,2,R
1.1,0.72,2,R
1.09,0.72,2,R
1.09,0.81,2,R
1.1,0.76,2,R
1.08,0.68,2,R
1.06,0.78,2,R
1.06,0.78,2,R
1.06,0.68,2,R
1.04,0.74,2,R
1.05,0.8,2,R
1.06,0.7,2,R
1.06,0.68,2,R
1.05,0.78,2,R
1.07,0.73,2,R
1.06,0.66,2,R
1.05,0.76,2,R
1.07,0.77,2,R
1.08,0.66,2,R
1.07,0.71,2,R
1.09,0.77,2,R
1.1,0.67,2,R
1.1,0.67,2,R
1.09,0.76,2,R
1.11,0.7,2,R
1.1,0.64,2,R
1.09,0.73,2,R
1.1,0.74,2,R
1.1,0.63,2,R
1.09,0.69,2,R
1.1,0.75,2,R
1.12,0.65,2,R
1.11,0.65,2,R
1.11,0.74,2,R
1.12,0.68,2,R
1.11,0.62,2,R
1.1,0.72,2,R
1.11,0.73,2,R
1.13,0.63,2,R
1.12,0.68,2,R
1.13,0.74,2,R
1.15,0.63,2,R
1.14,0.63,2,R
1.13,0.73,2,R
1.14,0.67,2,R
1.13,0.6,2,R
1.12,0.7,2,R
1.13,0.7,2,R
1.14,0.6,2,R
1.13,0.65,2,R
1.14,0.71,2,R
1.16,0.61,2,R
1.15,0.61,2,R
1.15,0.7,2,R
1.17,0.64,2,R
1.18,0.57,2,R
1.17,0.67,2,R
1.18,0.67,2,R
1.19,0.57,2,R
1.17,0.63,2,R
1.17,0.69,2,R
1.17,0.58,2,R
1.16,0.58,2,R
1.17,0.68,2,R
1.2,0.63,2,R
1.21,0.57,2,R
1.24,0.68,2,R
1.29,0.68,2,R
1.33,0.59,2,R
1.36,0.66,2,R
1.4,0.72,2,R
1.46,0.63,2,R
1.49,0.63,2,R
1.52,0.74,2,R
1.57,0.69,2,R
1.59,0.64,2,R
1.62,0.75,2,R
1.66,0.76,2,R
1.7,0.67,2,R
1.71,0.74,2,R
1.75,0.81,2,R
1.78,0.71,2,R
1.78,0.71,2,R
1.8,0.81,2,R
1.82,0.76,2,R
1.82,0.7,2,R
1.81,0.81,2,R
1.82,0.8,2,R
1.82,0.7,2,R
1.8,0.75,2,R
1.81,0.81,2,R
1.82,0.7,2,R
1.81,0.7,2,R
1.81,0.8,2,R
1.82,0.74,2,R
1.81,0.68,2,R
1.79,0.78,2,R
1.8,0.78,2,R
1.81,0.67,2,R
1.79,0.73,2,R
1.8,0.79,2,R
1.81,0.67,2,R
1.8,0.66,2,R
1.8,0.76,2,R
1.81,0.69,2,R
1.8,0.63,2,R
1.78,0.73,2,R
1.78,0.73,2,R
1.78,0.64,2,R
1.76,0.7,2,R
1.77,0.75,2,R
1.78,0.64,2,R
1.77,0.64,2,R
1.76,0.74,2,R
1.77,0.67,2,R
1.76,0.61,2,R
1.74,0.71,2,R
1.75,0.71,2,R
1.75,0.61,2,R
1.74,0.67,2,R
1.75,0.73,2,R
1.76,0.62,2,R
1.75,0.62,2,R
1.75,0.72,2,R
1.76,0.65,2,R
1.76,0.59,2,R
1.75,0.69,2,R
1.77,0.68,2,R
1.78,0.58,2,R
1.76,0.64,2,R
1.77,0.7,2,R
1.77,0.59,2,R
1.76,0.6,2,R
1.75,0.69,2,R
1.76,0.62,2,R
1.75,0.57,2,R
1.74,0.67,2,R
1.75,0.65,2,R
1.75,0.55,2,R
1.74,0.62,2,R
1.75,0.67,2,R
1.77,0.57,2,R
1.76,0.58,2,R
1.76,0.68,2,R
1.77,0.61,2,R
1.75,0.56,2,R
1.74,0.66,2,R
1.75,0.66,2,R
1.75,0.56,2,R
1.73,0.62,2,R
1.74,0.67,2,R
1.75,0.56,2,R
1.74,0.57,2,R
1.73,0.67,2,R
1.74,0.6,2,R
1.72,0.55,2,R
1.71,0.66,2,R
1.71,0.65,2,R
1.71,0.55,2,R
1.7,0.62,2,R
1.71,0.67,2,R
1.72,0.57,2,R
1.71,0.57,2,R
1.71,0.67,2,R
1.72,0.6,2,R
1.7,0.55,2,R
1.69,0.65,2,R
1.7,0.64,2,R
1.7,0.55,2,R
1.68,0.61,2,R
1.69,0.66,2,R
1.7,0.56,2,R
1.68,0.57,2,R
1.68,0.66,2,R
1.68,0.59,2,R
1.67,0.54,2,R
1.66,0.64,2,R
1.67,0.63,2,R
1.66,0.54,2,R
1.65,0.61,2,R
1.66,0.66,2,R
1.66,0.55,2,R
1.65,0.56,2,R
1.65,0.65,2,R
1.66,0.59,2,R
1.65,0.53,2,R
1.64,0.64,2,R
1.65,0.63,2,R
1.66,0.53,2,R
1.64,0.6,2,R
1.66,0.65,2,R
1.66,0.54,2,R
1.64,0.55,2,R
1.63,0.64,2,R
1.64,0.57,2,R
1.62,0.53,2,R
1.62,0.63,2,R
1.63,0.61,2,R
1.63,0.52,2,R
1.62,0.59,2,R
1.62,0.64,2,R
1.63,0.53,2,R
1.62,0.55,2,R
1.61,0.64,2,R
1.63,0.57,2,R
1.62,0.52,2,R
1.61,0.63,2,R
1.62,0.61,2,R
1.62,0.52,2,R
1.6,0.59,2,R
1.61,0.64,2,R
1.61,0.54,2,R
1.59,0.55,2,R
1.59,0.65,2,R
1.6,0.58,2,R
1.58,0.53,2,R
1.58,0.64,2,R
1.59,0.62,2,R
1.59,0.53,2,R
1.57,0.6,2,R
1.58,0.65,2,R
1.59,0.54,2,R
1.58,0.56,2,R
1.58,0.65,2,R
1.6,0.58,2,R
1.59,0.53,2,R
1.58,0.63,2,R
1.59,0.62,2,R
1.59,0.52,2,R
1.57,0.59,2,R
1.58,0.64,2,R
1.58,0.53,2,R
1.57,0.54,2,R
1.56,0.64,2,R
1.58,0.57,2,R
1.57,0.52,2,R
1.56,0.63,2,R
1.57,0.61,2,R
1.58,0.52,2,R
1.56,0.59,2,R
1.57,0.63,2,R
1.58,0.53,2,R
1.57,0.55,2,R
1.56,0.65,2,R
1.57,0.58,2,R
1.56,0.53,2,R
1.55,0.64,2,R
1.56,0.62,2,R
1.56,0.53,2,R
1.55,0.6,2,R
1.56,0.65,2,R
1.56,0.54,2,R
1.55,0.56,2,R
1.55,0.65,2,R
1.57,0.57,2,R
1.55,0.53,2,R
1.54,0.63,2,R
1.55,0.62,2,R
1.55,0.52,2,R
1.53,0.6,2,R
1.53,0.64,2,R
1.54,0.54,2,R
1.53,0.56,2,R
1.53,0.65,2,R
1.55,0.58,2,R
1.54,0.54,2,R
1.54,0.64,2,R
1.55,0.63,2,R
1.54,0.53,2,R
1.53,0.61,2,R
1.54,0.65,2,R
1.55,0.54,2,R
1.54,0.56,2,R
1.54,0.64,2,R
1.55,0.57,2,R
1.55,0.53,2,R
1.55,0.64,2,R
1.57,0.62,2,R
1.57,0.54,2,R
1.56,0.61,2,R
1.58,0.65,2,R
1.58,0.55,2,R
1.57,0.57,2,R
1.56,0.66,2,R
1.58,0.59,2,R
1.57,0.55,2,R
1.56,0.65,2,R
1.57,0.64,2,R
1.57,0.55,2,R
1.55,0.62,2,R
1.56,0.66,2,R
1.57,0.56,2,R
1.55,0.58,2,R
1.55,0.67,2,R
1.57,0.6,2,R
1.55,0.55,3,R
1.55,0.66,3,R
1.56,0.64,3,R
1.55,0.55,3,R
1.53,0.62,3,R
1.54,0.67,3,R
1.54,0.56,3,R
1.53,0.57,3,R
1.53,0.66,3,R
1.54,0.58,3,R
1.53,0.54,3,R
1.52,0.65,3,R
1.53,0.63,3,R
1.54,0.53,3,R
1.52,0.61,3,R
1.53,0.65,3,R
1.54,0.54,3,R
1.53,0.56,3,R
1.53,0.65,3,R
1.54,0.58,3,R
1.53,0.54,3,R
1.53,0.65,3,R
1.53,0.63,3,R
1.54,0.54,3,R
1.52,0.62,3,R
1.53,0.66,3,R
1.54,0.55,3,R
1.53,0.57,3,R
1.53,0.67,3,R
1.55,0.59,3,R
1.53,0.56,3,R
1.53,0.67,3,R
1.54,0.66,3,R
1.54,0.57,3,R
1.52,0.64,3,R
1.54,0.69,3,R
1.54,0.58,3,R
1.53,0.59,3,R
1.53,0.68,3,R
1.55,0.61,3,R
1.53,0.57,3,R
1.53,0.67,3,R
1.53,0.66,3,R
1.53,0.56,3,R
1.51,0.64,3,R
1.52,0.68,3,R
1.52,0.57,3,R
1.51,0.59,3,R
1.51,0.68,3,R
1.53,0.6,3,R
1.51,0.56,3,R
1.5,0.67,3,R
1.51,0.66,3,R
1.51,0.57,3,R
1.49,0.66,3,R
1.5,0.7,3,R
1.51,0.59,3,R
1.5,0.62,3,R
1.5,0.71,3,R
1.52,0.63,3,R
1.51,0.59,3,R
1.51,0.71,3,R
1.51,0.68,3,R
1.51,0.6,3,R
1.49,0.68,3,R
1.5,0.73,3,R
1.49,0.62,3,R
1.48,0.65,3,R
1.48,0.74,3,R
1.5,0.66,3,R
1.49,0.62,3,R
1.49,0.73,3,R
1.49,0.7,3,R
1.49,0.61,3,R
1.47,0.69,3,R
1.48,0.73,3,R
1.48,0.63,3,R
1.47,0.66,3,R
1.47,0.75,3,R
1.49,0.68,3,R
1.48,0.64,3,R
1.48,0.75,3,R
1.49,0.72,3,R
1.49,0.63,3,R
1.47,0.71,3,R
1.48,0.75,3,R
1.49,0.65,3,R
1.47,0.68,3,R
1.47,0.77,3,R
1.49,0.69,3,R
1.47,0.65,3,R
1.47,0.76,3,R
1.48,0.73,3,R
1.48,0.65,3,R
1.46,0.73,3,R
1.47,0.77,3,R
1.48,0.66,3,R
1.47,0.68,3,R
1.47,0.77,3,R
1.49,0.69,3,R
1.48,0.65,3,R
1.48,0.76,3,R
1.49,0.74,3,R
1.49,0.65,3,R
1.47,0.72,3,R
1.47,0.76,3,R
1.47,0.65,3,R
1.46,0.68,3,R
1.45,0.77,3,R
1.46,0.69,3,R
1.45,0.66,3,R
1.44,0.77,3,R
1.45,0.75,3,R
1.46,0.65,3,R
1.44,0.73,3,R
1.45,0.76,3,R
1.45,0.65,3,R
1.44,0.68,3,R
1.44,0.76,3,R
1.45,0.68,3,R
1.44,0.64,3,R
1.44,0.75,3,R
1.44,0.72,3,R
1.44,0.63,3,R
1.42,0.72,3,R
1.43,0.75,3,R
1.43,0.65,3,R
1.41,0.67,3,R
1.41,0.76,3,R
1.43,0.68,3,R
1.42,0.65,3,R
1.42,0.76,3,R
1.43,0.72,3,R
1.43,0.63,3,R
1.42,0.72,3,R
1.43,0.75,3,R
1.43,0.64,3,R
1.42,0.68,3,R
1.42,0.77,3,R
1.44,0.68,3,R
1.43,0.65,3,R
1.43,0.76,3,R
1.44,0.73,3,R
1.45,0.64,3,R
1.43,0.73,3,R
1.44,0.76,3,R
1.45,0.65,3,R
1.44,0.68,3,R
1.43,0.77,3,R
1.44,0.69,3,R
1.43,0.66,3,R
1.42,0.77,3,R
1.43,0.74,3,R
1.44,0.66,3,R
1.43,0.74,3,R
1.43,0.78,3,R
1.44,0.67,3,R
1.43,0.7,3,R
1.43,0.79,3,R
1.44,0.7,3,R
1.44,0.67,3,R
1.43,0.78,3,R
1.44,0.74,3,R
1.45,0.66,3,R
1.43,0.74,3,R
1.44,0.77,3,R
1.44,0.67,3,R
1.42,0.7,3,R
1.42,0.79,3,R
1.44,0.71,3,R
1.43,0.68,3,R
1.43,0.79,3,R
1.44,0.76,3,R
1.44,0.67,3,R
1.42,0.76,3,R
1.43,0.79,3,R
1.44,0.68,3,R
1.43,0.71,3,R
1.43,0.8,3,R
1.44,0.72,3,R
1.44,0.69,3,R
1.43,0.79,3,R
1.44,0.76,3,R
1.44,0.67,3,R
1.42,0.76,3,R
1.43,0.79,3,R
1.42,0.68,3,R
1.41,0.72,3,R
1.41,0.81,3,R
1.42,0.72,3,R
1.41,0.69,3,R
1.41,0.8,3,R
1.42,0.77,3,R
1.42,0.68,3,R
1.41,0.77,3,R
1.42,0.8,3,R
1.42,0.7,3,R
1.41,0.73,3,R
1.41,0.82,3,R
1.43,0.74,3,R
1.42,0.71,3,R
1.41,0.82,3,R
1.42,0.79,3,R
1.42,0.71,3,R
1.4,0.8,3,R
1.41,0.83,3,R
1.42,0.72,3,R
1.41,0.76,3,R
1.41,0.85,3,R
1.42,0.76,3,R
1.4,0.73,3,R
1.4,0.84,3,R
1.4,0.81,3,R
1.4,0.72,3,R
1.39,0.81,3,R
1.4,0.84,3,R
1.4,0.73,3,R
1.39,0.77,3,R
1.39,0.85,3,R
1.41,0.76,3,R
1.4,0.73,3,R
1.39,0.84,3,R
1.4,0.81,3,R
1.4,0.72,3,R
1.39,0.81,3,R
1.4,0.83,3,R
1.4,0.72,3,R
1.39,0.76,3,R
1.38,0.85,3,R
1.4,0.76,3,R
1.38,0.73,3,R
1.38,0.84,3,R
1.39,0.81,3,R
1.39,0.72,3,R
1.38,0.81,3,R
1.39,0.84,3,R
1.39,0.73,3,R
1.38,0.76,3,R
1.38,0.85,3,R
1.41,0.76,3,R
1.4,0.73,3,R
1.4,0.84,3,R
1.41,0.81,3,R
1.42,0.73,3,R
1.4,0.81,3,R
1.41,0.84,3,R
1.42,0.73,3,R
1.41,0.77,3,R
1.4,0.86,3,R
1.41,0.77,3,R
1.4,0.75,3,R
1.39,0.86,3,R
1.4,0.82,3,R
1.4,0.73,3,R
1.39,0.83,3,R
1.39,0.86,3,R
1.4,0.75,3,R
1.39,0.79,3,R
1.39,0.87,3,R
1.4,0.78,3,R
1.4,0.76,3,R
1.4,0.87,3,R
1.4,0.83,3,R
1.4,0.75,3,R
1.38,0.84,3,R
1.39,0.86,3,R
1.4,0.76,3,R
1.39,0.79,3,R
1.39,0.88,3,R
1.4,0.79,3,R
1.39,0.76,3,R
1.39,0.87,3,R
1.4,0.83,3,R
1.4,0.75,3,R
1.39,0.84,3,R
1.39,0.86,3,R
1.39,0.75,3,R
1.38,0.79,3,R
1.38,0.88,3,R
1.39,0.79,3,R
1.38,0.76,3,R
1.38,0.87,3,R
1.39,0.84,3,R
1.4,0.75,3,R
1.39,0.85,3,R
1.4,0.87,3,R
1.4,0.77,3,R
1.4,0.81,3,R
1.4,0.89,3,R
1.41,0.8,3,R
1.4,0.77,3,R
1.4,0.88,3,R
1.4,0.84,3,R
1.41,0.76,3,R
1.4,0.85,3,R
1.4,0.88,3,R
1.4,0.77,3,R
1.38,0.81,3,R
1.36,0.89,3,R
1.34,0.79,3,R
1.31,0.76,3,R
1.28,0.86,3,R
1.25,0.81,3,R
1.23,0.72,3,R
1.18,0.8,3,R
1.16,0.81,3,R
1.14,0.7,3,R
1.1,0.73,3,R
1.07,0.8,3,R
1.06,0.7,3,R
1.04,0.68,3,R
1.01,0.78,3,R
1.0,0.73,3,R
0.98,0.64,3,R
0.94,0.73,3,R
0.92,0.74,3,R
0.9,0.63,3,R
0.87,0.67,3,R
0.85,0.75,3,R
0.85,0.65,3,R
0.83,0.63,3,R
0.82,0.74,3,R
0.82,0.7,3,R
0.81,0.61,3,R
0.78,0.71,3,R
0.78,0.73,3,R
0.77,0.62,3,R
0.76,0.66,3,R
0.75,0.74,3,R
0.77,0.64,3,R
0.76,0.62,3,R
0.76,0.72,3,R
0.77,0.68,3,R
0.78,0.6,3,R
0.76,0.7,3,R
0.77,0.72,3,R
0.78,0.62,3,R
0.78,0.66,3,R
0.79,0.74,3,R
0.81,0.65,3,R
0.81,0.63,3,R
0.81,0.74,3,R
0.82,0.7,3,R
0.82,0.62,3,R
0.81,0.72,3,R
0.82,0.74,3,R
0.83,0.64,3,R
0.82,0.68,3,R
0.83,0.76,3,R
0.84,0.66,3,R
0.84,0.65,3,R
0.84,0.75,3,R
0.86,0.72,3,R
0.86,0.64,3,R
0.85,0.73,3,R
0.86,0.75,3,R
0.86,0.65,3,R
0.86,0.69,3,R
0.86,0.77,3,R
0.87,0.67,3,R
0.86,0.66,3,R
0.86,0.76,3,R
0.87,0.72,3,R
0.87,0.64,3,R
0.85,0.74,3,R
0.86,0.75,3,R
0.86,0.65,3,R
0.86,0.7,3,R
0.86,0.78,3,R
0.88,0.69,3,R
0.88,0.68,3,R
0.88,0.79,3,R
0.89,0.75,3,R
0.89,0.67,3,R
0.89,0.76,3,R
